nord,est,id
29.1472888692601,30.902202129364,109
30.291389,30.476111,110
26.5340575443673,31.6443157196045,112
26.554931,31.619686,113
25.517958,29.0756475,114
25.4857931025832,30.5550417210907,115
30.841158,29.662742,116
30.823446,29.012034,117
31.122762,29.818239,118
29.40642,30.417435,119
29.383026,30.467953,120
29.346942,30.562937,121
29.272822,30.89923,122
29.206382,30.968603,123
31.111755,33.796926,126
31.358242,30.92746,127
24.0885745,32.901491,128
30.432395,30.815779,131
31.58128,31.02028,132
31.417068,31.812588,133
30.8610335,32.171528,135
31.255258,32.292698,138
29.9701405,32.5601425,140
30.900508,30.5919275,141
30.99482,29.656394,143
30.005783,31.2301075,144
31.210588,31.850314,145
29.728688,31.302068,146
26.916667,31.483333,147
31.350136,27.2368445,150
31.506636,26.409102,152
25.5967547643,30.7304627764,154
30.25,30.75,155
30.849572,32.366982,156
30.475859,19.700194,157
32.1139055,20.0699815,158
32.5363993333,20.5672976667,159
32.4996533333,20.8717433333,160
32.076457,23.961371,162
31.5,24.5,163
32.35204,20.3072025,164
32.869317,22.2786287667,165
26.1859907667,31.91627145,166
27.183617,31.113055,169
35.287390338354,33.5222643613815,170
27.645956,30.899569,171
27.931376,30.875248,172
25.6674996828,28.8688762215,173
25.6667788988,28.8647631769,174
25.54008889,29.04524722,175
25.5936295,28.9120129,176
24.9795361111,32.8732936296,179
24.697134,30.553208,181
25.7181543316128,32.6583409309387,182
25.5967547643,30.7304627764,183
25.5967488622,30.7304634591,184
25.438054,30.553476,185
24.4520527778,32.9282444444,186
24.2261,32.858,187
28.7041771277532,33.634729385376,188
22.6499972,32.0166707,189
25.7269211003981,32.6187515258789,191
25.7379825450772,32.6221472024918,192
25.7383546247099,32.6064187288284,193
25.7289167065669,32.6021538501664,194
25.7287460197143,32.5945439189672,195
25.7309925469359,32.6070289313793,196
25.7340925518992,32.6081031560898,198
25.7311496029115,32.6069940626621,199
25.7327938457075,32.6088796555996,200
25.7269319738831,32.603912204504,201
25.7409301569811,32.6021003723145,202
30.300424,30.379225,204
30.3570983692752,30.2708185929805,205
30.3190634,30.3600404,206
30.75,30.25,207
30.2916078437037,30.4758596420288,208
26.833145,31.416623,209
25.7350396923978,32.5168704986572,210
29.27687,30.607072,211
27.899952,30.866656,212
27.730769,30.84577,213
27.756464142389,30.9079796075821,214
27.787299,30.906827,215
27.8256415161931,30.8788347244263,216
27.8293788,30.8612058,217
25.7360689742805,32.6195991039276,219
25.7312873287502,32.6068317890167,220
25.73147458731,32.6071885228157,221
25.738808850215,32.6245021820068,222
25.7390407944842,32.623815536499,223
25.7316207695936,32.6074594259262,224
27.25,30.75,225
25.730514128993,32.60867446661,226
25.7394901852176,32.6245558261871,227
25.7373012014315,32.6226568222046,228
25.7331405714465,32.6076230406761,229
25.7452451356623,32.6249957084656,230
25.7372673757587,32.6266157627106,232
25.7328240483382,32.6074594259262,233
25.7320653559299,32.6077484339476,235
25.7322405321548,32.6075358688831,236
25.7362646817991,32.6187609136105,237
25.7313972676823,32.6068559288979,239
25.7362767624995,32.6188749074936,240
25.7364132743294,32.6190251111984,241
25.7362707221494,32.6184779405594,242
28.5429,30.655,243
25.7360448128361,32.6190063357353,244
25.7365135439806,32.6239013671875,245
25.7320327368802,32.6074889302254,248
25.7319203823073,32.6073534786701,250
25.7317174189385,32.6071563363075,251
25.7315446581791,32.606737241149,252
25.7316588252825,32.6063764840364,253
25.7317065458912,32.6064428687096,254
25.7336238112078,32.6134246587753,255
25.7333531971835,32.6129364967346,256
25.7312752475427,32.606708407402,257
25.7330270098176,32.6134702563286,258
25.7423737353201,32.6020158827305,259
25.7319807880049,32.6127138733864,260
25.7321825428124,32.6127956807613,261
25.7410123024952,32.6026555895805,262
25.7407187528234,32.6028876006603,263
29.19691,30.628713,264
25.7387798571495,32.6117777824402,265
25.7388765006736,32.6096749305725,266
25.729245587249,32.6064348220825,267
25.7402681587064,32.6014137268066,268
25.7413940367864,32.6022666692734,269
25.7406619756426,32.6020601391792,270
25.7405774138338,32.6019769906998,271
25.7407320410958,32.6010972261429,272
25.7413022273853,32.5927501916885,273
29.974676572939,31.1346960067749,274
25.7390359623165,32.6083821058273,275
25.727713654035,32.6102221012116,277
25.7324978595204,32.6285147666931,278
25.7282669886559,32.6033288240433,280
25.6952315432659,32.5783950090408,281
25.7305370834333,32.6032282412052,283
25.7283747327184,32.6023339671974,284
25.728366057028,32.6023471355438,285
25.7284803830324,32.6020913559978,286
25.548988,28.907661,287
25.728316693191,32.6028156408756,288
25.7281319365891,32.6029471376296,289
25.7281367692001,32.6029069044944,290
25.7276496216964,32.5945217907429,291
25.728170597471,32.6028492370006,292
25.7277305682318,32.5942629575729,293
25.7276683481386,32.5935434550047,294
25.7274708142289,32.5932584702969,295
25.7274901447789,32.5932195782662,296
25.7283165228523,32.602463811636,297
25.7276713685322,32.5925275683403,298
25.7276617032724,32.5926858186722,299
25.7279601178086,32.5932718813419,300
25.7279927379757,32.5938726961613,301
25.7277850609299,32.600733596264,302
25.7291540100337,32.6002281475303,303
25.7281475894075,32.600353948601,304
25.7269174759028,32.5924524664879,305
25.7320049502753,32.6081031560898,307
25.7318382305093,32.6098908483982,308
25.7283343527363,32.6007258240134,309
25.7283370614155,32.600711658597,310
25.7283058403875,32.6007123553018,311
25.729254650706,32.601412857839,312
25.729457011813,32.601966261865,313
25.732734648529,32.6092377305031,314
25.7170089011941,32.6005876064301,316
25.7283707419704,32.6020773634978,317
25.7284045380243,32.6022446171724,319
25.7275663070565,32.5925823586054,321
29.3149639,30.839957,323
31.2239585982287,30.5995845794678,325
31.2538818547664,30.4665684700012,326
29.132354,30.588404,327
30.2934791583792,31.3327074050699,328
30.9587532687006,31.5149011279368,329
29.243846,30.996836,336
30.9462368291823,29.5186758041382,338
26.516667,31.666667,339
29.121111,30.723889,345
28.299147,30.713324,349
31.2416351125797,31.7555814140621,350
31.2448746860057,31.3167214393411,351
29.36476,30.68319,355
22.204049,31.498587,358
18.199038,30.740191,359
22.379013,31.623992,362
21.7666666666667,31.2833333333333,363
22.49427,31.874025,364
22.57,32.37,366
26.6725797776467,31.7005777359009,367
27.7986582286205,30.8903628587723,368
29.9033860526416,31.2940835952759,370
25.669309,32.473318,372
25.6667,32.4833,373
25.645327,32.45621,374
26.554811,31.619725,375
25.7003965040506,32.5579833984375,377
25.815451,32.705548,380
25.848278,32.703722,381
25.800631,32.696639,383
25.83439,32.70007,384
29.4694,32.4489,385
25.50283333,29.08334444,386
29.263333,30.851944,387
25.50654,30.54908,388
19.103428,32.5055803,389
30.805,31.95,390
30.834722,30.4225,391
30.925278,30.141667,392
30.94,30.083889,393
30.808333,31.815278,394
30.932222,31.724167,395
31.244722,30.7025,396
30.8833,31.9167,397
30.825,31.829167,398
30.805556,31.8375,399
30.8575,31.704167,400
31.576111,31.025556,401
30.699722,30.897778,402
31.448889,30.831667,403
30.4925,30.863889,404
30.872778,30.410278,405
31.3525,30.719444,406
30.943889,32.099444,407
31.227778,30.635278,408
30.962222,31.704167,409
31.316667,30.721667,410
31.248333,31.765278,411
30.486111,30.896389,412
25.496667,30.5478985,413
27.7166666666667,30.8833333333333,414
27.8452804869272,30.6980538368225,415
25.3697183022739,32.4808645248413,416
27.355677,33.679368,417
27.36744,33.67666,418
28.650122,28.033849,419
29.4602778,34.8577778,420
29.678295,30.966668,421
23.6097585,32.769365,422
30.602698,28.410116,423
28.2745989,33.6114471,424
25.5832174896376,32.5335592031479,425
31.524445,30.96991,426
26.5982922326,31.7913853542,427
28.308013,28.922599,428
25.2884732952052,32.4378204345703,429
30.4166666666667,30.3166666666667,430
28.6402778,30.9041667,431
28.5666666666667,30.85,432
30.720143,30.948646,435
35.125,33.941667,436
30.975556,31.391667,437
31.151667,30.853333,438
31.313056,30.513056,439
31.426111,31.694444,440
31.009444,31.979167,441
30.308889,30.931111,442
31.23,30.818611,443
31.251389,31.760833,444
30.704167,31.741111,445
30.919444,32.05,446
30.733056,31.895,447
31.245556,31.676389,448
31.161944,30.663056,449
30.788333,31.79,450
31.231944,30.652222,451
30.643056,31.698056,452
30.710556,31.736111,453
31.136111,30.851389,454
30.641667,31.284722,455
31.210556,30.814722,456
31.155556,30.836667,457
30.695556,31.716389,458
30.444722,30.861944,459
30.883333,31.8225,460
31.268889,30.825556,461
30.851389,31.396389,462
31.122762,29.818239,463
30.808611,31.863333,464
31.200556,30.706111,465
30.625,31.632222,466
31.178056,30.795556,467
28.2803895871426,30.7478785514832,468
22.124949,31.455513,469
21.838256,31.218456,471
26.033533,32.220175,472
27.181346,31.1825335,474
27.312625,31.092266,475
32.820348545,21.8565546881,476
27.2821,31.2149,477
28.84561505,32.5509023,486
